STATE_CODE;CONSTITUENCY
KA;Saundatti Yellamma
KA;Ramdurg
KA;Mudhol
KA;Terdal
KA;Jamkhandi
KA;Bilgi
KA;Badami
KA;Bagalkot
KA;Hungund
KA;Muddebihal
KA;Devar Hippargi
KA;Basavana Bagevadi
KA;Babaleshwar
KA;Bijapur City
KA;Nagathan
KA;Indi
KA;Sindgi
KA;Afzalpur
KA;Jevargi
KA;Shorapur
KA;Shahapur
KA;Yadgir
KA;Gurmitkal
KA;Chittapur
KA;Sedam
KA;Chincholi
KA;Gulbarga Rural
KA;Gulbarga Dakshin
KA;Gulbarga Uttar
KA;Aland
KA;Basavakalyan
KA;Homnabad
KA;Bidar South
KA;Bidar
KA;Bhalki
KA;Aurad
KA;Raichur Rural
KA;Raichur
KA;Manvi
KA;Devadurga
KA;Lingsugur
KA;Sindhanur
KA;Maski
KA;Kushtagi
KA;Kanakagiri
KA;Gangawati
KA;Yelburga
KA;Koppal
KA;Shirahatti
KA;Gadag
KA;Ron
KA;Nargund
KA;Navalgund
KA;Kundgol
KA;Dharwad
KA;Hubli-Dharwad-East
KA;Hubli-Dharwad-Central
KA;Hubli-Dharwad-West
KA;Kalghatgi
KA;Haliyal
KA;Karwar
KA;Kumta
KA;Bhatkal
KA;Sirsi
KA;Yellapur
KA;Hangal
KA;Shiggaon
KA;Haveri
KA;Byadgi
KA;Hirekerur
KA;Ranibennur
KA;Hadagalli
KA;Hagaribommanahalli
KA;Vijayanagara
KA;Kampli
KA;Siruguppa
KA;Bellary
KA;Bellary City
KA;Sandur
KA;Kudligi
KA;Molakalmuru
KA;Challakere
KA;Chitradurga
KA;Hiriyur
KA;Hosadurga
KA;Holalkere
KA;Jagalur
KA;Harapanahalli
KA;Harihar
KA;Davanagere North
KA;Davanagere South
KA;Mayakonda
KA;Channagiri
KA;Honnali
KA;Shimoga Rural
KA;Bhadravati
KA;Shimoga
KA;Tirthahalli
KA;Shikaripura
KA;Sorab
KA;Sagar
KA;Baindur
KA;Kundapura
KA;Udupi
KA;Kaup
KA;Karkal
KA;Sringeri
KA;Mudigere
KA;Chikmagalur
KA;Tarikere
KA;Kadur
KA;Chiknayakanhalli
KA;Tiptur
KA;Turuvekere
KA;Kunigal
KA;Tumkur City
KA;Tumkur Rural
KA;Koratagere
KA;Gubbi
KA;Sira
KA;Pavagada
KA;Madhugiri
KA;Gauribidanur
KA;Bagepalli
KA;Chikkaballapur
KA;Sidlaghatta
KA;Chintamani
KA;Srinivaspur
KA;Mulbagal
KA;Kolar Gold Field
KA;Bangarapet
KA;Kolar
KA;Malur
KA;Yelahanka
KA;Krishnarajapuram
KA;Byatarayanapura
KA;Yeshwantpur
KA;Rajarajeshwarinagar
KA;Dasarahalli
KA;Mahalakshmi Layout
KA;Malleshwaram
KA;Hebbal
KA;Pulakeshinagar
KA;Sarvagnanagar
KA;C. V. Raman Nagar
KA;Shivajinagar
KA;Shanti Nagar
KA;Gandhi Nagar
KA;Rajaji Nagar
KA;Govindraj Nagar
KA;Vijay Nagar
KA;Chamrajpet
KA;Chickpet
KA;Basavanagudi
KA;Padmanabhanagar
KA;B.T.M. Layout
KA;Jayanagar
KA;Mahadevapura
KA;Bommanahalli
KA;Bangalore South
KA;Anekal
KA;Hoskote
KA;Devanahalli
KA;Doddaballapur
KA;Nelamangala
KA;Magadi
KA;Ramanagaram
KA;Kanakapura
KA;Channapatna
KA;Malavalli
KA;Maddur
KA;Melukote
KA;Mandya
KA;Shrirangapattana
KA;Nagamangala
KA;Krishnarajapet
KA;Shravanabelagola
KA;Arsikere
KA;Belur
KA;Hassan
KA;Holenarasipur
KA;Arkalgud
KA;Sakleshpur
KA;Belthangady
KA;Moodabidri
KA;Mangalore City North
KA;Mangalore City South
KA;Mangalore
KA;Bantval
KA;Puttur
KA;Sullia
KA;Madikeri
KA;Virajpet
KA;Periyapatna
KA;Krishnarajanagara
KA;Hunsur
KA;Heggadadevankote
KA;Nanjangud
KA;Chamundeshwari
KA;Krishnaraja
KA;Chamaraja
KA;Narasimharaja
KA;Varuna
KA;T. Narasipur
KA;Hanur
KA;Kollegal
KA;Chamarajanagar
KA;Gundlupet
KL;Manjeshwaram
KL;Kasaragod
KL;Udma
KL;Kanhangad
KL;Thrikaripur
KL;Payyanur
KL;Kalliasseri
KL;Taliparamba
KL;Irikkur
KL;Azhikode
KL;Kannur
KL;Dharmadom
KL;Thalassery
KL;Kuthuparamba
KL;Mattanur
KL;Peravoor
KL;Mananthavady
KL;Sulthan Bathery
KL;Kalpetta
KL;Vatakara
KL;Kuttiady
KL;Nadapuram
KL;Koyilandy
KL;Perambra
KL;Balussery
KL;Elathur
KL;Kozhikode North
KL;Kozhikode South
KL;Beypore
KL;Kunnamangalam
KL;Koduvally
KL;Thiruvambady
KL;Kondotty
KL;Eranad
KL;Nilambur
KL;Wandoor
KL;Manjeri
KL;Perinthalmanna
KL;Mankada
KL;Malappuram
KL;Vengara
KL;Vallikkunnu
KL;Tirurangadi
KL;Tanur
KL;Tirur
KL;Kottakkal
KL;Thavanur
KL;Ponnani
KL;Thrithala
KL;Pattambi
KL;Shornur
KL;Ottapalam
KL;Kongad
KL;Mannarkkad
KL;Malampuzha
KL;Palakkad
KL;Tarur
KL;Chittur
KL;Nenmara
KL;Alathur
KL;Chelakkara
KL;Kunnamkulam
KL;Guruvayur
KL;Manalur
KL;Wadakkanchery
KL;Ollur
KL;Thrissur
KL;Nattika
KL;Kaipamangalam
KL;Irinjalakuda
KL;Puthukkad
KL;Chalakudy
KL;Kodungallur
KL;Perumbavoor
KL;Angamaly
KL;Aluva
KL;Kalamassery
KL;Paravur
KL;Vypin
KL;Kochi
KL;Thrippunithura
KL;Ernakulam
KL;Thrikkakara
KL;Kunnathunad 
KL;Piravom
KL;Muvattupuzha
KL;Kothamangalam
KL;Devikulam
KL;Udumbanchola
KL;Thodupuzha
KL;Idukki
KL;Peerumade
KL;Pala
KL;Kaduthuruthy
KL;Vaikom
KL;Ettumanoor
KL;Kottayam
KL;Puthuppally
KL;Changanassery
KL;Kanjirappally
KL;Poonjar
KL;Aroor
KL;Cherthala
KL;Alappuzha
KL;Ambalappuzha
KL;Kuttanad
KL;Haripad
KL;Kayamkulam
KL;Mavelikara
KL;Chengannur
KL;Thiruvalla
KL;Ranni
KL;Aranmula
KL;Konni
KL;Adoor
KL;Karunagapally
KL;Chavara
KL;Kunnathur
KL;Kottarakkara
KL;Pathanapuram
KL;Punalur
KL;Chadayamangalam
KL;Kundara
KL;Kollam
KL;Eravipuram
KL;Chathannoor
KL;Varkala
KL;Attingal
KL;Chirayinkeezhu
KL;Nedumangad
KL;Vamanapuram
KL;Kazhakkoottam
KL;Vattiyoorkavu
KL;Thiruvananthapuram
KL;Nemom
KL;Aruvikkara
KL;Parassala
KL;Kattakkada
KL;Kovalam
KL;Neyyattinkara
MP;Sheopur
MP;Vijaypur
MP;Sabalgarh
MP;Joura
MP;Sumawali
MP;Morena
MP;Dimani
MP;Ambah
MP;Ater
MP;Bhind
MP;Lahar
MP;Mehgaon
MP;Gohad
MP;Gwalior Rural
MP;Gwalior
MP;Gwalior East
MP;Gwalior South
MP;Bhitarwar
MP;Dabra
MP;Sewda
MP;Bhander
MP;Datia
MP;Karera
MP;Pohari
MP;Shivpuri
MP;Pichhore
MP;Kolaras
MP;Bamori
MP;Guna
MP;Chachoura
MP;Raghogarh
MP;Ashok Nagar
MP;Chanderi
MP;Mungaoli
MP;Bina
MP;Khurai
MP;Surkhi
MP;Deori
MP;Rehli
MP;Naryoli
MP;Sagar
MP;Banda
MP;Tikamgarh
MP;Jatara
MP;Prithvipur
MP;Niwari
MP;Khargapur
MP;Maharajpur
MP;Chandla
MP;Rajnagar
MP;Chhatarpur
MP;Bijawar
MP;Malhara
MP;Pathariya
MP;Damoh
MP;Jabera
MP;Hatta
MP;Pawai
MP;Gunnaor
MP;Panna
MP;Chitrakoot
MP;Raigaon
MP;Satna
MP;Nagod
MP;Maihar
MP;Amarpatan
MP;Rampur-Baghelan
MP;Sirmour
MP;Semariya
MP;Teonthar
MP;Mauganj
MP;Deotalab
MP;Mangawan
MP;Rewa
MP;Gurh
MP;Churhat
MP;Sidhi
MP;Sihawal
MP;Chitrangi
MP;Singrauli
MP;Devsar
MP;Dhauhani
MP;Beohari
MP;Jaisingnagar
MP;Jaitpur
MP;Kotma
MP;Anuppur
MP;Pushprajgarh
MP;Bandhavgarh
MP;Manpur
MP;Barwara
MP;Vijayraghavgarh
MP;Murwara
MP;Bahoriband
MP;Patan
MP;Bargi
MP;Jabalpur Purba
MP;Jabalpur Uttar
MP;Jabalpur Cantonment
MP;Jabalpur Paschim
MP;Panagar
MP;Sihora
MP;Shahpura
MP;Dindori
MP;Bichhiya
MP;Niwas
MP;Mandla
MP;Baihar
MP;Lanji
MP;Paraswada
MP;Balaghat
MP;Waraseoni
MP;Katangi
MP;Barghat
MP;Seoni
MP;Keolari
MP;Lakhnadon
MP;Gotegaon
MP;Narsingpur
MP;Tendukheda
MP;Gadarwara
MP;Junnardeo
MP;Amarwara
MP;Churai
MP;Saunsar
MP;Chhindwara
MP;Parasia
MP;Pandhurna
MP;Multai
MP;Amla
MP;Betul
MP;Ghoradongri
MP;Bhainsdehi
MP;Timarni
MP;Harda
MP;Seoni-Malwa
MP;Hoshangabad
MP;Sohagpur
MP;Pipariya
MP;Udaipura
MP;Bhojpur
MP;Sanchi
MP;Silwani
MP;Vidisha
MP;Basoda
MP;Kurwai
MP;Sironj
MP;Shamshabad
MP;Berasia
MP;Bhopal Uttar
MP;Narela
MP;Bhopal Dakshin-Paschim
MP;Bhopal Madhya
MP;Govindpura
MP;Huzur
MP;Budhni
MP;Ashta
MP;Ichhawar
MP;Sehore
MP;Narsinghgarh
MP;Biaora
MP;Rajgarh
MP;Khilchipur
MP;Sarangpur
MP;Susner
MP;Agar
MP;Shajapur
MP;Shujalpur
MP;Kalapipal
MP;Sonkatch
MP;Dewas
MP;Hatpipliya
MP;Khategaon
MP;Bagali
MP;Mandhata
MP;Harsud
MP;Khandwa
MP;Pandhana
MP;Nepanagar
MP;Burhanpur
MP;Bikhangaon
MP;Badwah
MP;Maheshwar
MP;Kasrawad
MP;Khargone
MP;Bhagwanpura
MP;Sendhawa
MP;Rajpur
MP;Pansemal
MP;Badwani
MP;Alirajpur
MP;Jobat
MP;Jhabua
MP;Thandla
MP;Petlawad
MP;Sardarpur
MP;Gandhwani
MP;Kukshi
MP;Manawar
MP;Dharampuri
MP;Dhar
MP;Badnawar
MP;Depalpur
MP;Indore-1
MP;Indore-2
MP;Indore-3
MP;Indore-4
MP;Indore-5
MP;Dr. Ambedkar Nagar-Mhow
MP;Rau
MP;Sanwer
MP;Nagada-Khachrod
MP;Mahidpur
MP;Tarana
MP;Ghatiya
MP;Ujjain Uttar
MP;Ujjain Dakshin
MP;Badnagar
MP;Ratlam Rural
MP;Ratlam City
MP;Sailana
MP;Jaora
MP;Alot
MP;Mandsour
MP;Malhargarh
MP;Suwasra
MP;Garoth
MP;Manasa
MP;Neemuch
MP;Jawad
MH;Akkalkuwa
MH;Shahada
MH;Nandurbar
MH;Navapur
MH;Sakri
MH;Dhule Rural
MH;Dhule City
MH;Sindkheda
MH;Shirpur
MH;Chopda
MH;Raver
MH;Bhusawal
MH;Jalgaon City
MH;Jalgaon Rural
MH;Amalner
MH;Erandol
MH;Chalisgaon
MH;Pachora
MH;Jamner
MH;Muktainagar
MH;Malkapur
MH;Buldhana
MH;Chikhali
MH;Sindkhed Raja
MH;Mehkar
MH;Khamgaon
MH;Jalgaon (Jamod)
MH;Akot
MH;Balapur
MH;Akola West
MH;Akola East
MH;Murtizapur
MH;Risod
MH;Washim
MH;Karanja
MH;Dhamangaon Railway
MH;Badnera
MH;Amravati
MH;Teosa
MH;Daryapur
MH;Melghat
MH;Achalpur
MH;Morshi
MH;Arvi
MH;Deoli
MH;Hinganghat
MH;Wardha
MH;Katol
MH;Savner
MH;Hingna
MH;Umred
MH;Nagpur South West
MH;Nagpur South
MH;Nagpur East
MH;Nagpur Central
MH;Nagpur West
MH;Nagpur North
MH;Kamthi
MH;Ramtek
MH;Tumsar
MH;Bhandara
MH;Sakoli
MH;Arjuni Morgaon
MH;Tirora
MH;Gondiya
MH;Amgaon
MH;Armori
MH;Gadchiroli
MH;Aheri
MH;Rajura
MH;Chandrapur
MH;Ballarpur
MH;Brahmapuri
MH;Chimur
MH;Warora
MH;Wani
MH;Ralegaon
MH;Yavatmal
MH;Digras
MH;Arni
MH;Pusad
MH;Umarkhed
MH;Kinwat
MH;Hadgaon
MH;Bhokar
MH;Nanded North
MH;Nanded South
MH;Loha
MH;Naigaon
MH;Deglur
MH;Mukhed
MH;Basmath
MH;Kalamnuri
MH;Hingoli
MH;Jintur
MH;Parbhani
MH;Gangakhed
MH;Pathri
MH;Partur
MH;Ghansawangi
MH;Jalna
MH;Badnapur
MH;Bhokardan
MH;Sillod
MH;Kannad
MH;Phulambri
MH;Aurangabad Central
MH;Aurangabad West
MH;Aurangabad East
MH;Paithan
MH;Gangapur
MH;Vaijapur
MH;Nandgaon
MH;Malegaon Central
MH;Malegaon Outer
MH;Baglan
MH;Kalvan
MH;Chandvad
MH;Yewla
MH;Sinnar
MH;Niphad
MH;Dindori
MH;Nashik East
MH;Nashik Central
MH;Nashik West
MH;Deolali
MH;Igatpuri
MH;Dahanu
MH;Vikramgad
MH;Palghar
MH;Boisar
MH;Nalasopara
MH;Vasai
MH;Bhiwandi Rural
MH;Shahapur
MH;Bhiwandi West
MH;Bhiwandi East
MH;Kalyan West
MH;Murbad
MH;Ambernath
MH;Ulhasnagar
MH;Kalyan East
MH;Dombivali
MH;Kalyan Rural
MH;Mira Bhayandar
MH;Ovala-Majiwada
MH;Kopri-Pachpakhadi
MH;Thane
MH;Mumbra-Kalwa
MH;Airoli
MH;Belapur
MH;Borivali
MH;Dahisar
MH;Magathane
MH;Mulund
MH;Vikhroli
MH;Bhandup West
MH;Jogeshwari East
MH;Dindoshi
MH;Kandivali East
MH;Charkop
MH;Malad West
MH;Goregaon
MH;Versova
MH;Andheri West
MH;Andheri East
MH;Vile Parle
MH;Chandivali
MH;Ghatkopar West
MH;Ghatkopar East
MH;Mankhurd Shivaji Nagar
MH;Anushakti Nagar
MH;Chembur
MH;Kurla
MH;Kalina
MH;Vandre East
MH;Vandre West
MH;Dharavi
MH;Sion Koliwada
MH;Wadala
MH;Mahim
MH;Worli
MH;Shivadi
MH;Byculla
MH;Malabar Hill
MH;Mumbadevi
MH;Colaba
MH;Panvel
MH;Karjat
MH;Uran
MH;Pen
MH;Alibag
MH;Shrivardhan
MH;Mahad
MH;Junnar
MH;Ambegaon
MH;Khed Alandi
MH;Shirur
MH;Daund
MH;Indapur
MH;Baramati
MH;Purandar
MH;Bhor
MH;Maval
MH;Chinchwad
MH;Pimpri
MH;Bhosari
MH;Vadgaon Sheri
MH;Shivajinagar
MH;Kothrud
MH;Khadakwasala
MH;Parvati
MH;Hadapsar
MH;Pune Cantonment
MH;Kasba Peth
MH;Akole
MH;Sangamner
MH;Shirdi
MH;Kopargaon
MH;Shrirampur
MH;Nevasa
MH;Shevgaon
MH;Rahuri
MH;Parner
MH;Ahmednagar City
MH;Shrigonda
MH;Karjat Jamkhed
MH;Georai
MH;Majalgaon
MH;Beed
MH;Ashti
MH;Kaij
MH;Parli
MH;Latur Rural
MH;Latur City
MH;Ahmadpur
MH;Udgir
MH;Nilanga
MH;Ausa
MH;Umarga
MH;Tuljapur
MH;Osmanabad
MH;Paranda
MH;Karmala
MH;Madha
MH;Barshi
MH;Mohol
MH;Solapur City North
MH;Solapur City Central
MH;Akkalkot
MH;Solapur South
MH;Pandharpur
MH;Sangole
MH;Malshiras
MH;Phaltan
MH;Wai
MH;Koregaon
MH;Man
MH;Karad North
MH;Karad South
MH;Patan
MH;Satara
MH;Dapoli
MH;Guhagar
MH;Chiplun
MH;Ratnagiri
MH;Rajapur
MH;Kankavli
MH;Kudal
MH;Sawantwadi
MH;Chandgad
MH;Radhanagari
MH;Kagal
MH;Kolhapur South
MH;Karvir
MH;Kolhapur North
MH;Shahuwadi
MH;Hatkanangle
MH;Ichalkaranji
MH;Shirol
MH;Miraj
MH;Sangli
MH;Islampur
MH;Shirala
MH;Palus-Kadegaon
MH;Khanapur
MH;Tasgaon-Kavathe Mahankal
MH;Jat
MN;Khundrakpam
MN;Heingang
MN;Khurai
MN;Kshetrigao
MN;Thongju
MN;Keirao
MN;Andro
MN;Lamlai
MN;Thangmeiband
MN;Uripok
MN;Sagolband
MN;Keishamthong
MN;Singjamei
MN;Yaiskul
MN;Wangkhei
MN;Sekmai 
MN;Lamsang
MN;Konthoujam
MN;Patsoi
MN;Langthabal
MN;Naoriya Pakhanglakpa
MN;Wangoi
MN;Mayang Imphal
MN;Nambol
MN;Oinam
MN;Bishnupur
MN;Moirang
MN;Thanga
MN;Kumbi
MN;Lilong
MN;Thoubal
MN;Wangkhem
MN;Heirok
MN;Wangjing Tentha
MN;Khangabok
MN;Wabgai
MN;Kakching
MN;Hiyanglam
MN;Sugnu
MN;Jiribam
MN;Chandel
MN;Tengnoupal
MN;Phungyar
MN;Ukhrul
MN;Chingai
MN;Saikul
MN;Karong
MN;Mao
MN;Tadubi
MN;Kang
MN;Saitu
MN;Tamei
MN;Tamenglong
MN;Nungba
MN;Tipaimukh
MN;Thanlon
MN;Henglep
MN;Churachandpur
MN;Saikot
MN;Singhat
ML;Nartiang
ML;Jowai
ML;Raliang
ML;Mowkaiaw
ML;Sutnga Saipung
ML;Khliehriat
ML;Amlarem
ML;Mawhati
ML;Nongpoh
ML;Jirang
ML;Umsning
ML;Umroi
ML;Mawrengkneng
ML;Pynthorumkhrah
ML;Mawlai
ML;East Shillong
ML;North Shillong
ML;South Shillong
ML;West Shillong
ML;Mylliem
ML;Nongthymmai
ML;Nongkrem
ML;Sohiong
ML;Mawphlang
ML;Mawsynram
ML;Pynursla
ML;Sohra
ML;Mawkynrew
ML;Mairang
ML;Mawthadraishan
ML;Nongstoin
ML;Rambrai Jyrngam
ML;Mawshynrut
ML;Ranikor
ML;Mawkyrwat
ML;Kharkutta
ML;Mendipathar
ML;Resubelpara
ML;Bagengdoba
ML;Songsak
ML;Rongjeng
ML;Willamnagar
ML;Raksamgre
ML;Tikrikilla
ML;Phulbari
ML;Rajabala
ML;Selsella
ML;Dadenggre
ML;North Tura
ML;South Tura
ML;Rangsakon
ML;Ampati
ML;Mahendraganj
ML;Salmanpara
ML;Gambegre
ML;Dalu
ML;Rongara Siju
ML;Chokpot
ML;Baghmara
MZ;Hachhek
MZ;Dampa
MZ;Mamit
MZ;Tuirial
MZ;Kolasib
MZ;Serlui
MZ;Tuivawl
MZ;Chalfilh
MZ;Tawi
MZ;Aizawl North I
MZ;Aizawl North Ii
MZ;Aizawl North Iii
MZ;Aizawl East I
MZ;Aizawl East Ii
MZ;Aizawl West I
MZ;Aizawl West Ii
MZ;Aizawl West Iii
MZ;Aizawl South I
MZ;Aizawl South Ii
MZ;Aizawl South Iii
MZ;Lengteng
MZ;Tuichang
MZ;Champhai North
MZ;Champhai South
MZ;East Tuipui
MZ;Serchhip
MZ;Tuikum
MZ;Hrangturzo
MZ;South Tuipui
MZ;Lunglei North
MZ;Lunglei East
MZ;Lunglei West
MZ;Lunglei South
MZ;Thorang
MZ;West Tuipui
MZ;Tuichawng
MZ;Lawngtlai West
MZ;Lawngtlai East
MZ;Saiha
MZ;Palak
NL;Dimapur-I
NL;Dimapur-II
NL;Dimapur-III
NL;Ghaspani-I
NL;Ghaspani-II
NL;Tenning
NL;Peren
NL;Western Angami
NL;Kohima Town
NL;Northern Angami-I
NL;Northern Angami II
NL;Tseminyu
NL;Pughoboto
NL;Southern Angami I
NL;Southern Angami II
NL;Pfutsero
NL;Chizami
NL;Chazouba
NL;Phek
NL;Meluri
NL;Tuli
NL;Arkakong
NL;Impur
NL;Angetyongpang
NL;Mongoya
NL;Aonglenden
NL;Mokokchung Town
NL;Koridang
NL;Jangpetkong
NL;Alongtaki
NL;Akuluto
NL;Atoizu
NL;Suruhoto
NL;Aghunato
NL;Aghunato
NL;Satakha
NL;Tyui
NL;Wokha
NL;Sanis
NL;Bhandari
NL;Tizit
NL;Wakching
NL;Tapi
NL;Phomching
NL;Tehok
NL;Mon Town
NL;Aboi
NL;Aboi
NL;Tamlu
NL;Longleng
NL;Noksen
NL;Longkhim Chare
NL;Tuensang Sadar I
NL;Tuensang Sadar II
NL;Tobu
NL;Noklak
NL;Thonoknyu
NL;Shamator Chessore
NL;Seyochung Sitimi
NL;Pungro Kiphire
OR;Padampur
OR;Bijepur
OR;Bargarh
OR;Attabira
OR;Bhatli
OR;Brajarajnagar
OR;Jharsuguda
OR;Talsara
OR;Sundargarh
OR;Biramitrapur
OR;Raghunathpali
OR;Rourkela
OR;Rajgangpur
OR;Bonai
OR;Kuchinda
OR;Rengali
OR;Sambalpur
OR;Rairakhol
OR;Deogarh
OR;Telkoi
OR;Ghasipura
OR;Anandpur
OR;Patna
OR;Keonjhar
OR;Champua
OR;Jashipur
OR;Saraskana
OR;Rairangpur
OR;Bangriposi
OR;Karanjia
OR;Udala
OR;Badasahi
OR;Baripada
OR;Morada
OR;Jaleswar
OR;Bhograi
OR;Basta
OR;Balasore
OR;Remuna
OR;Nilagiri
OR;Soro
OR;Simulia
OR;Bhandaripokhari
OR;Bhadrak
OR;Basudevpur
OR;Dhamnagar
OR;Chandabali
OR;Binjharpur
OR;Bari
OR;Barchana
OR;Dharmasala
OR;Jajpur
OR;Korei
OR;Sukinda
OR;Dhenkanal
OR;Hindol
OR;Kamakhyanagar
OR;Parjanga
OR;Pallahara
OR;Talcher
OR;Angul
OR;Chhendipada
OR;Athmallik
OR;Birmaharajpur
OR;Sonepur
OR;Loisingha
OR;Patnagarh
OR;Bolangir
OR;Titilagarh
OR;Kantabanji
OR;Nuapada
OR;Khariar
OR;Umarkote
OR;Jharigam
OR;Nabarangpur
OR;Dabugam
OR;Lanjigarh
OR;Junagarh
OR;Dharmagarh
OR;Bhawanipatna
OR;Narla
OR;Baliguda
OR;G. Udayagiri
OR;Phulbani
OR;Kantamal
OR;Boudh
OR;Baramba
OR;Banki
OR;Athgarh
OR;Barabati-Cuttack
OR;Choudwar-Cuttack
OR;Niali
OR;Cuttack Sadar
OR;Salipur
OR;Mahanga
OR;Patkura
OR;Kendrapara
OR;Aul
OR;Rajanagar
OR;Mahakalapada
OR;Paradeep
OR;Tirtol
OR;Balikuda-Erasama
OR;Jagatsinghpur
OR;Kakatpur
OR;Nimapara
OR;Puri
OR;Brahmagiri
OR;Satyabadi
OR;Pipili
OR;Jayadev
OR;Bhubaneswar Central (Madhya)
OR;Bhubaneswar North
OR;Ekamra Bhubaneswar
OR;Jatani
OR;Begunia
OR;Khurda
OR;Chilika
OR;Ranpur
OR;Khandapada
OR;Daspalla
OR;Nayagarh
OR;Bhanjanagar
OR;Polasara
OR;Kabisuryanagar
OR;Khalikote
OR;Chhatrapur
OR;Asika
OR;Surada
OR;Sanakhemundi
OR;Hinjili
OR;Gopalpur
OR;Berhampur
OR;Digapahandi
OR;Chikiti
OR;Mohana
OR;Parlakhemundi
OR;Gunupur
OR;Bissam Cuttack
OR;Rayagada
OR;Lakshmipur
OR;Kotpad
OR;Jeypore
OR;Koraput
OR;Pottangi
OR;Malkangiri
OR;Chitrakonda
PY;Mannadipet
PY;Thirubuvanai
PY;Ossudu
PY;Mangalam
PY;Villianur
PY;Ozhukarai
PY;Kadirkamam
PY;Indira Nagar
PY;Thattanchavady
PY;Kamaraj Nagar
PY;Lawspet
PY;Kalapet
PY;Muthialpet
PY;Raj Bhavan
PY;Oupalam
PY;Orleampeth
PY;Nellithope
PY;Mudaliarpet
PY;Ariankuppam
PY;Manavely
PY;Embalam
PY;Nettapakkam
PY;Bahour
PY;Nedungadu
PY;Thirunallar
PY;Karaikal North
PY;Karaikal South
PY;Neravy T R Pattinam
PY;Mahe
PY;Yanam
PB;Sujanpur
PB;Bhoa
PB;Pathankot
PB;Gurdaspur
PB;Dina Nagar
PB;Qadian
PB;Batala
PB;Sri Hargobindpur
PB;Fatehgarh Churian
PB;Dera Baba Nanak
PB;Ajnala
PB;Raja Sansi
PB;Majitha
PB;Jandiala
PB;Amritsar North
PB;Amritsar West
PB;Amritsar Central
PB;Amritsar East
PB;Amritsar South
PB;Attari
PB;Tarn Taran
PB;Khem Karan
PB;Patti
PB;Khadoor Sahib
PB;Baba Bakala
PB;Bholath
PB;Kapurthala
